watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,is_netflix_original
12/30/24,Tablet,31.4,31.1,stopped,30,Female,Canada,Premium,TRUE,17.71,2,Movie,Comedy,1997,147,TV-MA,Italian,USA,6.9,TRUE
12/4/24,Laptop,15.7,32.3,completed,33,Male,USA,Premium,TRUE,9.29,,Movie,Western,2016,153,PG,German,USA,5.9,FALSE
7/20/24,Smart TV,57,44.5,completed,39,Female,Canada,Standard,TRUE,13.77,4,TV Series,History,1994,53,NC-17,English,USA,5.7,FALSE
7/21/25,Laptop,107,53.1,started,24,Other,USA,Standard,TRUE,38.27,6,Movie,Horror,1993,94,TV-Y,Spanish,USA,10,FALSE
11/18/25,Tablet,86.4,46.2,paused,28,Female,USA,Standard,TRUE,8.39,2,TV Series,Adventure,1994,50,PG,English,Canada,8.5,TRUE
3/21/24,Tablet,95.6,84.2,paused,54,Prefer not to say,USA,Standard,TRUE,11.12,1,TV Series,Crime,2020,29,TV-G,Japanese,UK,7.8,TRUE
10/27/24,Desktop,70.9,6.2,stopped,43,Male,USA,Basic,TRUE,16.58,3,Movie,Drama,1963,92,G,German,Japan,7.7,FALSE
2/18/25,Laptop,61,44.9,started,35,,Canada,Premium,TRUE,0.92,2,Stand-up Comedy,War,2018,72,NC-17,Italian,UK,5.9,TRUE
5/7/24,Laptop,23.2,35.8,paused,18,Male,USA,Basic,TRUE,0.96,3,TV Series,Family,2021,46,PG-13,Hindi,Germany,5.8,FALSE
6/20/25,Tablet,32.2,28.9,started,62,Male,USA,Standard,TRUE,14.84,1,Movie,Music,2003,139,TV-14,French,USA,7.3,TRUE
4/6/25,Tablet,41.2,34,paused,20,,USA,Premium+,TRUE,20.75,2,Limited Series,Biography,2008,32,G,English,South Korea,6.5,TRUE
6/20/25,Smart TV,63.8,48.1,completed,36,Male,Canada,Premium,TRUE,14.9,4,Documentary,Adventure,2014,110,R,English,India,9.6,FALSE
9/4/25,Laptop,47.3,93.6,paused,45,Other,USA,Premium,FALSE,41.23,7,Movie,Action,2018,91,G,English,Germany,7.6,FALSE
10/16/25,Tablet,23.6,92.4,paused,52,Female,Canada,Standard,TRUE,7.34,2,TV Series,Comedy,1997,75,G,English,Japan,4.1,FALSE
10/19/24,Tablet,87.4,75.7,started,26,Male,USA,Standard,TRUE,21.85,,Movie,Family,2022,159,TV-Y,English,USA,5.5,FALSE
6/24/24,Smart TV,97.1,23.6,completed,51,,USA,Standard,TRUE,19.98,3,Movie,Documentary,1998,114,PG,English,Germany,6.8,TRUE
7/19/24,Smart TV,28.9,34.4,stopped,56,Other,USA,Premium+,TRUE,14.75,4,TV Series,Music,2005,44,R,English,Germany,5.6,FALSE
7/13/24,Laptop,72.4,51.1,completed,44,Female,USA,Premium,TRUE,26.67,,Movie,Drama,1998,133,NC-17,French,USA,7.8,FALSE
11/5/24,Tablet,14.5,50.6,stopped,39,Male,USA,Premium+,TRUE,18.8,2,TV Series,Romance,2019,64,PG,English,UK,7.4,TRUE
12/10/24,Laptop,77.8,53.9,completed,39,Female,Canada,Basic,FALSE,17.92,4,Limited Series,Adventure,2002,47,PG,English,USA,7,FALSE
3/6/24,Desktop,18.3,33.7,stopped,70,Male,USA,Premium+,TRUE,19.46,3,Movie,Comedy,2015,85,TV-PG,English,USA,5.7,FALSE
11/1/24,Smart TV,70.9,17.4,completed,64,Female,USA,Standard,TRUE,6.69,1,Movie,Western,2016,153,PG,German,USA,5.9,FALSE
8/8/25,Tablet,159.4,63.4,paused,50,Female,USA,Standard,TRUE,44.2,1,TV Series,Family,1999,54,PG-13,Spanish,USA,6,FALSE
3/28/24,Mobile,40.1,77.2,completed,33,Female,USA,Premium,TRUE,10.26,2,Movie,Family,2019,85,G,English,USA,3.7,FALSE
12/31/25,Tablet,67.2,0.9,paused,49,Male,USA,Standard,TRUE,8.34,1,TV Series,Action,1998,37,TV-Y,English,USA,7.5,FALSE
1/22/24,Laptop,62.9,32.4,stopped,26,Other,USA,Standard,TRUE,15.34,2,TV Series,Documentary,1999,42,G,English,Germany,7.4,TRUE
11/9/25,Mobile,62.8,85.5,paused,33,Male,Canada,Standard,TRUE,10.94,3,Movie,Crime,1993,131,TV-MA,English,India,6.1,FALSE
12/4/25,Desktop,60.4,68.3,paused,35,Male,USA,Premium,TRUE,37.28,2,Stand-up Comedy,Sport,2011,61,R,English,Canada,3.7,FALSE
1/18/25,Smart TV,32.6,34.4,stopped,36,Male,Canada,Standard,FALSE,5.28,6,Documentary,History,2018,90,TV-Y7,English,Canada,4.7,FALSE
1/29/25,Smart TV,72.2,79.8,completed,47,Female,USA,Premium,TRUE,15.24,1,Stand-up Comedy,Music,2005,54,G,English,USA,6.9,FALSE
11/15/25,Tablet,21.2,39.8,stopped,29,,Canada,Premium,TRUE,26.86,6,TV Series,Sci-Fi,1990,62,TV-Y,English,USA,7.4,FALSE
9/9/25,Mobile,37.1,96.2,stopped,51,Male,Canada,Standard,TRUE,2.34,1,Movie,Action,2012,129,TV-Y,English,USA,4.4,FALSE
1/3/24,Tablet,45.7,81.8,paused,23,Male,USA,Premium,TRUE,11.72,1,Movie,Adventure,2011,27,G,English,USA,6.7,TRUE
8/19/25,Tablet,23.2,5.4,completed,43,Female,USA,Basic,FALSE,6.38,2,TV Series,Music,1999,43,TV-PG,Korean,USA,7.9,FALSE
2/3/24,Desktop,21.8,40.5,completed,50,Male,USA,Standard,TRUE,23.76,2,TV Series,Sci-Fi,2018,35,TV-MA,French,USA,7,FALSE
9/25/24,Mobile,48.3,51.1,completed,53,,Canada,Basic,TRUE,52.55,2,Stand-up Comedy,Music,2005,66,PG,German,USA,5.8,TRUE
4/3/25,Tablet,44.9,83.7,started,43,Female,Canada,Basic,TRUE,16.08,3,Documentary,Romance,2002,86,TV-Y7,English,USA,7.6,TRUE
4/18/24,Smart TV,87.3,38.1,stopped,56,Male,Canada,Standard,TRUE,8.16,1,TV Series,Adventure,1991,25,PG,English,USA,4.9,TRUE
8/7/24,Smart TV,74.9,72.3,completed,32,Male,Canada,Basic,TRUE,9,2,TV Series,Crime,1992,39,TV-PG,English,USA,8.3,TRUE
7/5/25,Tablet,80.4,70.5,stopped,42,Male,USA,Basic,TRUE,6.84,1,Stand-up Comedy,Drama,2020,57,R,English,USA,6.6,TRUE
10/7/24,Desktop,44.2,70.6,paused,45,Female,USA,Standard,TRUE,8.07,2,Stand-up Comedy,War,2023,34,TV-PG,English,UK,6.1,TRUE
6/10/24,Desktop,5.6,18.6,paused,44,Female,USA,Basic,TRUE,7.96,2,Movie,Mystery,2010,81,TV-Y7,German,USA,5.5,FALSE
6/11/24,Mobile,561,23.7,paused,39,Male,USA,Standard,FALSE,6.42,4,Movie,Documentary,2017,97,G,English,USA,7.7,TRUE
12/24/24,Desktop,21.7,10.6,completed,20,Male,USA,Premium+,TRUE,33.7,3,TV Series,Animation,2005,40,TV-PG,Spanish,South Korea,5.8,FALSE
5/22/25,Smart TV,34.2,17.8,paused,46,Male,USA,Standard,TRUE,3.88,,Documentary,Adventure,1999,104,TV-MA,Japanese,USA,8.2,TRUE
3/3/24,Smart TV,153.7,29,stopped,30,Female,Canada,Premium,TRUE,5.75,2,Movie,Western,2009,121,PG,English,USA,8.8,FALSE
3/14/25,Tablet,62.7,79.7,completed,23,Male,USA,Premium,TRUE,18.1,4,Movie,Romance,2020,152,TV-G,English,UK,0.9,FALSE
12/22/24,Mobile,30.3,93.4,completed,49,Female,USA,Standard,FALSE,8.52,5,Stand-up Comedy,Music,2008,43,R,English,Canada,7.8,FALSE
6/6/25,Laptop,55.3,58,completed,30,Prefer not to say,USA,Standard,TRUE,4.57,2,Limited Series,Thriller,2022,83,TV-MA,English,USA,6.3,TRUE
8/10/24,Desktop,17.1,47.3,paused,29,Male,USA,Premium+,FALSE,12.89,1,TV Series,Comedy,2013,37,TV-14,Korean,India,9.4,TRUE
7/23/25,Desktop,405.6,76,paused,28,Male,USA,Premium+,FALSE,10.93,2,Documentary,Music,2004,86,TV-MA,Italian,USA,7.7,TRUE
4/12/24,Laptop,27.6,89,stopped,32,Female,Canada,Basic,TRUE,11.19,,Movie,War,2015,113,TV-Y7,Korean,USA,6.4,FALSE
9/7/25,Mobile,56.6,18.5,started,49,Female,USA,Premium,TRUE,15.06,4,TV Series,Animation,2015,29,PG-13,English,Canada,7,TRUE
3/17/25,Laptop,8.1,65.5,completed,38,Male,USA,Standard,FALSE,19.02,2,Movie,Crime,2020,98,R,Hindi,France,8,TRUE
3/7/25,Smart TV,80.4,3.7,stopped,26,Male,USA,Standard,TRUE,10.47,2,Stand-up Comedy,Adventure,2006,36,G,English,USA,5.5,FALSE
8/13/25,Smart TV,57.9,60.4,completed,38,Male,USA,Premium+,TRUE,14.59,2,Stand-up Comedy,Documentary,2021,49,TV-Y7,English,USA,6.6,FALSE
4/22/25,Mobile,29.4,28.1,completed,33,Female,Canada,Premium,TRUE,9.06,2,Movie,History,2013,118,TV-G,English,USA,5.1,FALSE
5/10/25,Tablet,103.3,7,completed,25,Female,USA,Premium,TRUE,20.83,3,Movie,Romance,2005,140,TV-Y7,English,USA,6.5,FALSE
11/4/24,Tablet,27.5,71.7,paused,52,Other,USA,Basic,TRUE,2.25,,Documentary,History,1999,75,TV-Y7,Korean,USA,6.6,FALSE
2/9/25,Desktop,108.6,44.3,completed,58,Male,USA,Basic,TRUE,13.67,4,TV Series,Horror,2023,51,TV-Y,English,USA,6.8,FALSE
2/16/24,Smart TV,176.2,67.3,started,27,Male,USA,Standard,TRUE,1.76,3,Movie,History,1992,106,R,Japanese,USA,2,TRUE
6/24/25,Mobile,37.6,12.1,started,27,Female,USA,Premium,TRUE,36.06,1,TV Series,Sport,2022,36,TV-Y7,Spanish,USA,6,TRUE
4/16/25,Mobile,34,81.7,stopped,34,Male,USA,Premium,TRUE,30.47,4,Movie,Documentary,2017,126,TV-Y7,English,USA,1.3,FALSE
2/27/24,Mobile,24.3,44.9,started,54,Female,USA,Basic,TRUE,7.62,,Movie,War,2023,117,TV-PG,Spanish,Germany,5.6,FALSE
5/18/25,Mobile,168.9,52.3,started,39,Male,USA,Standard,TRUE,14.04,2,Movie,Documentary,1978,349,G,English,South Korea,7,FALSE
6/7/25,Laptop,123.9,25.7,started,23,Other,USA,Basic,TRUE,12.66,5,Stand-up Comedy,Adventure,1999,52,PG,Spanish,France,7.3,FALSE
4/4/25,Smart TV,18.3,98,completed,36,Male,USA,Standard,TRUE,30.83,,Movie,Sport,1995,121,R,English,USA,7,FALSE
3/20/25,Laptop,74.7,24.3,paused,31,Male,Canada,Standard,TRUE,18.68,2,TV Series,Comedy,2000,78,PG,English,India,8.6,FALSE
2/19/25,Mobile,47.5,54.1,paused,31,Male,Canada,Standard,TRUE,9.48,2,Movie,Family,1997,105,R,English,Japan,7.8,TRUE
2/14/24,Smart TV,681.4,68,stopped,28,Female,USA,Premium,TRUE,18.47,2,Movie,Documentary,2019,114,R,English,USA,4.1,FALSE
2/14/24,Laptop,59.7,89.6,started,58,Male,Canada,Premium+,TRUE,18.5,3,Limited Series,Animation,2019,60,R,French,USA,6.7,TRUE
5/25/24,Tablet,42.7,45.6,paused,47,,Canada,Premium,TRUE,10.6,2,TV Series,Sci-Fi,2021,43,TV-Y7,English,Japan,7.1,TRUE
9/24/25,Laptop,40,48.8,completed,39,Male,USA,Basic,TRUE,8.61,2,Movie,Action,2018,105,G,English,UK,4.5,FALSE
10/16/24,Desktop,103.8,65.8,stopped,58,Male,USA,Basic,TRUE,19.54,2,TV Series,Mystery,2002,17,TV-PG,Spanish,Japan,7,FALSE
6/2/25,Smart TV,16.7,92.6,started,44,Male,USA,Premium+,TRUE,7.74,,TV Series,War,1991,14,PG-13,English,USA,7.9,FALSE
8/8/24,Mobile,226.1,84.7,completed,33,Male,USA,Premium,TRUE,29.93,3,Documentary,Adventure,2001,404,NC-17,English,Canada,1,FALSE
5/30/24,Desktop,526,76.4,started,31,Male,USA,Premium+,TRUE,4.19,4,Documentary,Western,1998,90,G,Spanish,USA,8.6,TRUE
9/10/24,Mobile,59.3,40.1,stopped,53,Female,Canada,Basic,TRUE,22.73,,Limited Series,Sci-Fi,2004,48,TV-PG,English,UK,9.3,FALSE
11/1/25,Smart TV,107,19.9,completed,32,Male,USA,Standard,TRUE,3,1,Documentary,Fantasy,2018,91,G,English,France,7,TRUE
4/30/25,Mobile,41.4,22.3,paused,41,Female,USA,Premium,TRUE,19.67,2,Movie,Comedy,2022,120,G,English,Japan,6.7,FALSE
12/6/25,Laptop,142.5,98.6,stopped,50,Female,Canada,Standard,TRUE,16.32,1,Movie,Romance,2013,138,PG,English,Germany,8.6,FALSE
1/8/25,Mobile,13.7,90.8,paused,34,Prefer not to say,USA,Premium,TRUE,18.97,4,Documentary,War,2009,67,TV-14,Hindi,USA,6.5,FALSE
3/10/25,Mobile,50.6,39.1,completed,57,Female,USA,Standard,TRUE,6.11,,Stand-up Comedy,Action,2024,61,TV-MA,English,USA,4.8,FALSE
6/11/25,Mobile,62.2,26.7,completed,38,Male,USA,Premium,TRUE,30.74,1,Movie,Action,2020,121,NC-17,Japanese,UK,7.1,TRUE
1/26/25,Smart TV,50.2,16.4,started,62,Male,Canada,Premium,FALSE,1.91,4,Movie,Drama,2022,22,TV-MA,English,USA,6.8,TRUE
2/21/25,Smart TV,135.7,63.5,completed,33,Female,USA,Basic,TRUE,9.22,1,Movie,Romance,2020,152,TV-G,English,UK,0.9,FALSE
8/27/24,Desktop,8.4,81.2,completed,25,Female,Canada,Premium,FALSE,6.37,2,Limited Series,Biography,2014,61,NC-17,French,USA,3.8,TRUE
11/29/25,Tablet,34,45.3,paused,26,Female,USA,Basic,FALSE,2.86,2,TV Series,Crime,2005,50,PG,English,USA,6.8,FALSE
4/20/24,Desktop,47.6,18,stopped,40,Male,USA,Basic,TRUE,1.96,1,Movie,Crime,2016,136,PG,English,Japan,5.1,TRUE
2/16/25,Desktop,47.7,54.8,started,63,Female,USA,Premium,TRUE,8.58,3,Movie,Documentary,2022,93,TV-Y7,English,South Korea,9.5,FALSE
3/8/24,Desktop,34,37.2,paused,45,,USA,Premium,TRUE,4.01,,Stand-up Comedy,Western,1993,68,TV-Y7,English,USA,5.3,FALSE
11/23/25,Desktop,22.7,82.6,stopped,22,Male,Canada,Standard,TRUE,10.32,1,TV Series,Family,2002,43,PG-13,English,USA,6.7,FALSE
11/30/25,Laptop,26.4,14.5,stopped,26,Female,Canada,Standard,FALSE,0.34,2,Movie,Romance,2013,138,PG,English,Germany,8.6,FALSE
12/2/24,Smart TV,40.5,41.4,completed,27,Male,USA,Premium,TRUE,5.27,,Stand-up Comedy,Western,1998,67,TV-MA,English,USA,5.7,FALSE
12/7/24,Desktop,101.1,73.7,completed,24,Female,USA,Premium,TRUE,13.18,7,Documentary,Music,2018,110,TV-G,Italian,USA,8.1,FALSE
7/4/25,Desktop,31.5,99.9,started,46,Female,Canada,Premium,TRUE,8.4,,TV Series,Documentary,2014,41,TV-PG,Spanish,UK,0.8,TRUE
8/10/25,Laptop,46.3,84.5,completed,42,Other,USA,Premium,TRUE,17.58,4,Movie,Sport,1995,121,R,English,USA,7,FALSE
4/10/24,Smart TV,40.6,89,stopped,35,Male,USA,Standard,TRUE,10.02,2,Movie,Fantasy,2004,94,TV-Y7,Spanish,USA,2.7,FALSE
4/25/25,Laptop,6.4,31.9,completed,37,Male,USA,Standard,FALSE,39.22,3,Movie,War,1997,137,TV-G,English,USA,4.6,FALSE
4/5/25,Mobile,18.5,76.6,stopped,32,Female,Canada,Standard,TRUE,8.09,2,Documentary,Romance,2002,86,TV-Y7,English,USA,7.6,TRUE
1/26/24,Mobile,67.9,1.5,completed,38,Prefer not to say,USA,Premium,TRUE,28.2,6,Movie,Biography,1990,114,TV-Y7,English,South Korea,4.4,FALSE
10/1/24,Tablet,28.3,61,paused,36,Female,USA,Standard,FALSE,13.63,6,TV Series,Sci-Fi,2008,40,TV-G,French,France,6.7,TRUE
10/30/24,Tablet,65.3,45.5,started,42,Female,USA,Standard,TRUE,17.78,,Documentary,Biography,2010,71,PG,English,UK,9.5,FALSE
12/25/25,Tablet,56.7,57.2,stopped,28,Female,Canada,Basic,TRUE,14.53,,Stand-up Comedy,Horror,1990,63,TV-PG,English,USA,0.8,FALSE
6/10/24,Desktop,35.1,42.9,stopped,30,,USA,Basic,TRUE,12.83,3,Documentary,Family,2008,58,TV-Y,Hindi,Japan,5.9,FALSE
9/12/24,Smart TV,111.2,56.2,completed,34,,USA,Standard,TRUE,9.4,3,TV Series,Western,2012,66,TV-G,English,USA,3.3,TRUE
4/19/25,Desktop,12.6,47.8,completed,33,Female,USA,Basic,TRUE,3.5,8,Documentary,Horror,1993,79,PG-13,English,Japan,4.7,TRUE
8/30/24,Smart TV,20.1,92.6,completed,45,Female,Canada,Standard,TRUE,27.39,4,TV Series,Adventure,2017,62,TV-Y7,English,Canada,6.5,FALSE
8/5/24,Tablet,168.1,34.9,paused,29,Female,USA,Standard,TRUE,16.5,3,Movie,Comedy,1999,101,PG,English,USA,6.8,FALSE
4/14/25,Mobile,80.3,60.1,stopped,45,Female,Canada,Basic,FALSE,5.14,3,Movie,Biography,2000,120,PG,Japanese,South Korea,9.3,FALSE
8/17/25,Smart TV,27.3,70.3,paused,40,Other,Canada,Premium+,TRUE,34.68,2,TV Series,Sport,2024,43,TV-PG,Spanish,USA,6.4,TRUE
1/26/25,Desktop,30.6,51.8,paused,52,Male,Canada,Basic,TRUE,9.13,1,Movie,Biography,2007,106,PG-13,Hindi,USA,5,FALSE
4/22/25,Desktop,31.2,95.1,stopped,22,Male,USA,Basic,FALSE,10.54,2,TV Series,Horror,2022,37,TV-Y,French,USA,5.9,FALSE
4/9/25,Desktop,33.8,11.2,completed,36,Male,Canada,Standard,TRUE,21.49,2,Documentary,Sci-Fi,2022,56,TV-14,English,USA,6.9,TRUE
12/14/24,Tablet,48.4,26.2,started,32,Male,Canada,Standard,TRUE,19.33,2,Movie,War,1997,98,TV-MA,English,USA,8.1,TRUE
10/7/25,Laptop,73.9,99.6,paused,24,Male,Canada,Standard,TRUE,7.43,4,Movie,Adventure,2004,89,G,French,Germany,6.4,TRUE
5/16/25,Desktop,45,95.3,paused,43,Female,USA,Premium,TRUE,10.89,1,Movie,Documentary,2010,124,TV-Y,English,USA,6.3,TRUE
4/25/25,Laptop,19.1,22.4,started,33,Female,USA,Basic,TRUE,6.33,3,Limited Series,Crime,2001,24,TV-14,English,Canada,8.2,FALSE
11/16/24,Tablet,60.4,57.8,paused,34,Prefer not to say,Canada,Premium,TRUE,2.66,3,Stand-up Comedy,History,2006,59,G,English,Canada,5.8,FALSE
7/5/24,Laptop,76.5,72.1,paused,23,Female,USA,Premium+,TRUE,28.67,,Documentary,War,1997,66,PG,English,USA,5.2,FALSE
3/10/24,Tablet,11.1,39.9,stopped,34,Female,Canada,Premium,FALSE,9.01,1,Movie,War,2023,146,PG,English,Germany,7.1,FALSE
8/31/25,Tablet,11.6,64.5,stopped,38,Male,Canada,Standard,TRUE,31.78,1,Movie,Fantasy,2002,83,PG-13,English,Germany,6.6,FALSE
12/11/24,Mobile,14,16.4,completed,24,Other,USA,Standard,FALSE,19.57,1,Movie,History,2020,91,G,English,South Korea,8,FALSE
4/10/24,Laptop,130.7,57.1,started,37,Male,USA,Basic,FALSE,12.4,1,Documentary,Documentary,2015,68,PG,Korean,Japan,8.1,TRUE
12/28/24,Smart TV,37.6,51.2,paused,28,Male,USA,Premium+,TRUE,12.17,,TV Series,Crime,1992,58,TV-Y,English,UK,7.1,TRUE
6/13/25,Desktop,25.9,15.1,completed,29,,USA,Premium,TRUE,1.99,2,Movie,Comedy,2016,10,R,Italian,Canada,6.6,FALSE
5/24/25,Tablet,15.9,10.4,paused,42,Female,USA,Standard,FALSE,23.57,6,Stand-up Comedy,Sport,1995,54,PG-13,Spanish,USA,6.8,FALSE
9/22/25,Desktop,172.8,20.2,stopped,31,Female,Canada,Standard,TRUE,34.36,2,Stand-up Comedy,Crime,2009,44,TV-Y,Korean,USA,5.7,FALSE
10/20/25,Tablet,56.7,12.6,stopped,39,Female,Canada,Premium,TRUE,14.31,2,Movie,Adventure,2016,107,TV-14,English,USA,5.1,FALSE
5/25/25,Laptop,38.5,42.5,started,22,Other,Canada,Basic,FALSE,8.06,1,Documentary,Adventure,2014,110,R,English,India,9.6,FALSE
8/28/25,Smart TV,76.2,9.1,stopped,35,,USA,Premium,FALSE,10.05,1,Documentary,Romance,1990,100,TV-Y,Hindi,France,5.4,TRUE
4/30/25,Mobile,222.4,59.6,completed,45,Male,Canada,Premium,TRUE,31.96,,Documentary,Drama,2021,99,R,English,USA,4.4,TRUE
11/3/24,Mobile,9.6,86.1,started,19,Male,USA,Premium,FALSE,3.1,5,TV Series,History,1994,53,NC-17,English,USA,5.7,FALSE
10/8/24,Tablet,505.3,16.7,completed,41,Female,USA,Standard,TRUE,9.61,6,TV Series,Romance,1993,71,R,Hindi,Canada,4.8,TRUE
4/30/24,Smart TV,66.6,16.9,stopped,30,Male,USA,Premium,TRUE,17.4,2,Movie,Horror,1991,108,TV-Y7,Japanese,USA,5.6,FALSE
12/15/25,Smart TV,19,87.6,stopped,34,Male,Canada,Premium,TRUE,18.3,1,Movie,Documentary,1991,104,TV-MA,Hindi,USA,3.6,FALSE
1/20/24,Tablet,49.6,38,started,21,Male,USA,Premium,FALSE,27.59,4,TV Series,Animation,2005,40,TV-PG,Spanish,South Korea,5.8,FALSE
12/2/25,Smart TV,56.2,76.2,stopped,35,Male,USA,Premium,FALSE,3.2,1,TV Series,Western,2012,66,TV-G,English,USA,3.3,TRUE
2/28/24,Laptop,33.7,92.7,paused,39,Other,USA,Standard,TRUE,9.65,1,Limited Series,Music,1996,18,NC-17,Korean,Canada,6.4,FALSE
2/26/25,Desktop,90.2,98.9,completed,59,Female,USA,Premium,TRUE,13.13,1,Limited Series,Family,2019,65,R,English,USA,5.9,FALSE
9/15/24,Desktop,34.5,95.9,started,31,Female,USA,Premium+,TRUE,4.52,1,Movie,Romance,2014,138,PG,English,South Korea,5.6,TRUE
11/11/25,Mobile,19.2,38.8,completed,51,Female,Canada,Standard,TRUE,9.86,1,Movie,Sci-Fi,2016,122,TV-PG,Japanese,France,6.4,TRUE
6/25/24,Desktop,66.7,69.1,completed,33,Female,USA,Standard,TRUE,17.36,5,Movie,Western,2018,126,R,English,USA,4.7,FALSE
11/13/24,Laptop,58.1,71.5,paused,37,Female,Canada,Premium,TRUE,37.71,4,Movie,Action,2020,121,NC-17,Japanese,UK,7.1,TRUE
4/1/25,Smart TV,33.8,94,completed,41,Male,USA,Basic,TRUE,3.42,4,Documentary,History,1997,71,PG,English,South Korea,6.6,TRUE
4/25/25,Laptop,72.5,94,stopped,51,Female,Canada,Premium,TRUE,8.42,,Movie,Adventure,1956,123,PG,English,Canada,8.1,FALSE
1/3/25,Desktop,32.4,7,stopped,29,,USA,Basic,TRUE,16.26,1,TV Series,Crime,1992,58,TV-Y,English,UK,7.1,TRUE
6/11/25,Mobile,53.4,88.5,paused,30,Female,Canada,Premium,TRUE,12.63,3,Documentary,Music,2010,93,NC-17,English,Germany,6,TRUE
10/19/25,Laptop,169.9,32.5,completed,50,Female,USA,Premium,FALSE,3.65,1,Movie,Fantasy,2002,137,TV-G,German,USA,8.9,TRUE
8/10/25,Smart TV,18,26.5,paused,35,Female,USA,Basic,TRUE,3.63,2,Stand-up Comedy,Action,1997,74,TV-MA,English,Germany,8,FALSE
8/8/24,Laptop,12.9,82.5,stopped,67,Female,USA,Standard,TRUE,42.24,2,Movie,Western,2018,126,R,English,USA,4.7,FALSE
10/16/24,Smart TV,104.3,27.9,started,31,Female,USA,Standard,TRUE,21.36,7,TV Series,Action,1992,63,NC-17,English,Canada,9.1,FALSE
2/13/24,Mobile,13.1,76.5,paused,48,,USA,Basic,TRUE,4.83,5,Movie,Documentary,1978,349,G,English,South Korea,7,FALSE
3/9/24,Mobile,113.5,49.4,stopped,33,Male,Canada,Premium,TRUE,6.65,5,TV Series,Action,2011,70,NC-17,English,USA,7.3,FALSE
10/5/24,Desktop,29.3,62.4,paused,23,,USA,Basic,TRUE,2.6,6,Movie,Mystery,2019,80,PG-13,German,USA,7.3,FALSE
1/15/24,Mobile,31.9,59.4,stopped,42,Female,USA,Standard,TRUE,20.7,2,TV Series,Adventure,2017,66,TV-G,German,USA,7,FALSE
9/28/24,Smart TV,52.8,37.3,paused,43,Male,USA,Basic,TRUE,16.58,3,Movie,History,1990,132,TV-Y,Japanese,USA,6.3,FALSE
7/23/25,Smart TV,93.9,86.5,stopped,42,Female,USA,Premium,TRUE,18.23,,Movie,Romance,2000,86,PG-13,German,USA,7.1,FALSE
5/25/25,Desktop,57.2,25.3,paused,51,Female,USA,Standard,TRUE,17.11,4,Stand-up Comedy,Romance,2017,93,NC-17,English,USA,0.7,TRUE
3/20/24,Smart TV,23.3,99.1,stopped,30,Male,USA,Standard,TRUE,5.24,3,Movie,Animation,1997,101,R,English,South Korea,5.5,FALSE
7/26/25,Desktop,59.2,85.9,paused,43,Prefer not to say,Canada,Premium,TRUE,9.15,4,Movie,Music,2009,66,TV-Y,English,USA,5.4,TRUE
3/22/25,Laptop,73.6,44.7,paused,59,Female,USA,Premium,TRUE,13.13,1,Movie,Biography,1995,94,G,English,USA,6.3,TRUE
11/18/24,Mobile,106.6,76.6,started,19,Female,USA,Premium,TRUE,6.72,2,Stand-up Comedy,Adventure,2003,54,TV-Y7,Italian,UK,6.1,FALSE
6/8/24,Tablet,23.7,36.7,paused,36,Female,USA,Premium+,TRUE,11.33,3,Documentary,Sport,2010,97,TV-Y7,English,USA,6.6,TRUE
7/13/24,Smart TV,54.2,99.5,stopped,42,Female,USA,Premium,TRUE,10.76,1,Movie,Music,1995,82,TV-MA,Hindi,USA,0.8,FALSE
7/27/24,Mobile,95.2,98.2,paused,31,Female,Canada,Standard,TRUE,14.95,1,Stand-up Comedy,Documentary,2024,44,TV-Y7,Spanish,South Korea,6,TRUE
10/19/25,Desktop,46.2,90.2,completed,41,Male,Canada,Basic,FALSE,6.48,,Documentary,Thriller,2004,43,TV-Y7,French,Japan,4.4,FALSE
11/17/25,Smart TV,82.2,7.2,started,39,Other,USA,Premium,TRUE,20.08,1,Movie,Action,2018,91,G,English,Germany,7.6,FALSE
11/2/25,Mobile,16.1,80.3,completed,36,Male,USA,Premium+,TRUE,8.82,,Limited Series,Documentary,1993,33,TV-G,English,USA,7.5,FALSE
3/18/24,Tablet,54.6,48.4,stopped,43,Female,USA,Standard,TRUE,35.93,2,TV Series,War,2001,51,TV-MA,Spanish,South Korea,5.5,FALSE
8/29/25,Tablet,21.4,10.2,paused,37,Female,USA,Premium+,TRUE,19.6,1,Movie,Horror,1999,109,TV-Y,English,USA,4.3,TRUE
9/25/24,Smart TV,68.2,78.3,started,23,Female,Canada,Basic,TRUE,14.16,6,Documentary,Horror,2024,46,TV-Y7,Italian,USA,9.3,FALSE
4/22/25,Laptop,53.8,99.5,started,37,Female,USA,Standard,TRUE,10.82,2,Movie,Sport,1997,29,PG-13,Spanish,Canada,3.5,FALSE
4/25/25,Desktop,59.7,24,started,36,Female,USA,Premium,TRUE,12.02,4,Documentary,Sci-Fi,2016,111,TV-Y,English,USA,2.7,FALSE
9/30/25,Desktop,55,31.8,paused,41,,USA,Basic,TRUE,7.65,1,Limited Series,Comedy,1996,68,TV-G,Spanish,USA,3.8,FALSE
12/2/25,Desktop,68.3,80.8,paused,31,Male,USA,Premium,FALSE,30.13,,Limited Series,Thriller,2022,83,TV-MA,English,USA,6.3,TRUE
