watch_date,device_type,watch_duration_minutes,progress_percentage,action,age,gender,country,subscription_plan,is_active,monthly_spend,household_size,content_type,genre_primary,release_year,duration_minutes,rating,maturity_level,language,country_of_origin,imdb_rating,is_netflix_original
10/7/2025,Laptop,73.90,99.6,paused,24,Male,Canada,STANDARD,TRUE,7.43,4,Movie,Adventure,"2,004",89,G,Kids,French,Germany,6.4,TRUE
5/16/2025,Desktop,45.00,95.3,paused,43,Female,USA,PREMIUM,TRUE,10.89,1,Movie,Documentary,"2,010",124,TV-Y,Kids,English,USA,6.3,TRUE
4/25/2025,Laptop,19.10,22.4,started,33,Female,USA,BASIC,TRUE,6.33,3,Limited Series,Crime,"2,001",24,TV-14,Teens,English,Canada,8.2,FALSE
11/16/2024,Tablet,60.40,57.8,paused,34,Prefer Not To Say,Canada,PREMIUM,TRUE,2.66,3,Stand-up Comedy,History,"2,006",59,G,Kids,English,Canada,5.8,FALSE
7/5/2024,Laptop,76.50,72.1,paused,23,Female,USA,PREMIUM+,TRUE,28.67,2,Documentary,War,"1,997",66,PG,Family,English,USA,5.2,FALSE
3/10/2024,Tablet,11.10,39.9,stopped,34,Female,Canada,PREMIUM,FALSE,9.01,1,Movie,War,"2,023",146,PG,Family,English,Germany,7.1,FALSE
8/31/2025,Tablet,11.60,64.5,stopped,38,Male,Canada,STANDARD,TRUE,31.78,1,Movie,Fantasy,"2,002",83,PG-13,Teens,English,Germany,6.6,FALSE
12/11/2024,Mobile,14.00,16.4,completed,24,Other,USA,STANDARD,FALSE,19.57,1,Movie,History,"2,020",91,G,Kids,English,South Korea,8.0,FALSE
4/10/2024,Laptop,130.70,57.1,started,37,Male,USA,BASIC,FALSE,12.40,1,Documentary,Documentary,"2,015",68,PG,Family,Korean,Japan,8.1,TRUE
12/28/2024,Smart Tv,37.60,51.2,paused,28,Male,USA,PREMIUM+,TRUE,12.17,2,TV Series,Crime,"1,992",58,TV-Y,Kids,English,UK,7.1,TRUE
6/13/2025,Desktop,25.90,15.1,completed,29,Female,USA,PREMIUM,TRUE,1.99,2,Movie,Comedy,"2,016",10,R,Adult,Italian,Canada,6.6,FALSE
5/24/2025,Tablet,15.90,10.4,paused,42,Female,USA,STANDARD,FALSE,23.57,6,Stand-up Comedy,Sport,"1,995",54,PG-13,Teens,Spanish,USA,6.8,FALSE
9/22/2025,Desktop,172.80,20.2,stopped,31,Female,Canada,STANDARD,TRUE,34.36,2,Stand-up Comedy,Crime,"2,009",44,TV-Y,Kids,Korean,USA,5.7,FALSE
10/20/2025,Tablet,56.70,12.6,stopped,39,Female,Canada,PREMIUM,TRUE,14.31,2,Movie,Adventure,"2,016",107,TV-14,Teens,English,USA,5.1,FALSE
5/25/2025,Laptop,38.50,42.5,started,22,Other,Canada,BASIC,FALSE,8.06,1,Documentary,Adventure,"2,014",110,R,Adult,English,India,9.6,FALSE
8/28/2025,Smart Tv,76.20,9.1,stopped,35,Female,USA,PREMIUM,FALSE,10.05,1,Documentary,Romance,"1,990",100,TV-Y,Kids,Hindi,France,5.4,TRUE
4/30/2025,Mobile,222.40,59.6,completed,45,Male,Canada,PREMIUM,TRUE,31.96,2,Documentary,Drama,"2,021",99,R,Adult,English,USA,4.4,TRUE
11/3/2024,Mobile,9.60,86.1,started,19,Male,USA,PREMIUM,FALSE,3.10,5,TV Series,History,"1,994",53,NC-17,Adult,English,USA,5.7,FALSE
10/8/2024,Tablet,505.30,16.7,completed,41,Female,USA,STANDARD,TRUE,9.61,6,TV Series,Romance,"1,993",71,R,Adult,Hindi,Canada,4.8,TRUE
4/30/2024,Smart Tv,66.60,16.9,stopped,30,Male,USA,PREMIUM,TRUE,17.40,2,Movie,Horror,"1,991",108,TV-Y7,Kids,Japanese,USA,5.6,FALSE
12/15/2025,Smart Tv,19.00,87.6,stopped,34,Male,Canada,PREMIUM,TRUE,18.30,1,Movie,Documentary,"1,991",104,TV-MA,Adult,Hindi,USA,3.6,FALSE
1/20/2024,Tablet,49.60,38,started,21,Male,USA,PREMIUM,FALSE,27.59,4,TV Series,Animation,"2,005",40,TV-PG,Family,Spanish,South Korea,5.8,FALSE
12/2/2025,Smart Tv,56.20,76.2,stopped,35,Male,USA,PREMIUM,FALSE,3.20,1,TV Series,Western,"2,012",66,TV-G,#N/A,English,USA,3.3,TRUE
2/28/2024,Laptop,33.70,92.7,paused,39,Other,USA,STANDARD,TRUE,9.65,1,Limited Series,Music,"1,996",18,NC-17,Adult,Korean,Canada,6.4,FALSE
2/26/2025,Desktop,90.20,98.9,completed,59,Female,USA,PREMIUM,TRUE,13.13,1,Limited Series,Family,"2,019",65,R,Adult,English,USA,5.9,FALSE
9/15/2024,Desktop,34.50,95.9,started,31,Female,USA,PREMIUM+,TRUE,4.52,1,Movie,Romance,"2,014",138,PG,Family,English,South Korea,5.6,TRUE
11/11/2025,Mobile,19.20,38.8,completed,51,Female,Canada,STANDARD,TRUE,9.86,1,Movie,Sci-Fi,"2,016",122,TV-PG,Family,Japanese,France,6.4,TRUE
6/25/2024,Desktop,66.70,69.1,completed,33,Female,USA,STANDARD,TRUE,17.36,5,Movie,Western,"2,018",126,R,Adult,English,USA,4.7,FALSE
11/13/2024,Laptop,58.10,71.5,paused,37,Female,Canada,PREMIUM,TRUE,37.71,4,Movie,Action,"2,020",121,NC-17,Adult,Japanese,UK,7.1,TRUE
4/1/2025,Smart Tv,33.80,94,completed,41,Male,USA,BASIC,TRUE,3.42,4,Documentary,History,"1,997",71,PG,Family,English,South Korea,6.6,TRUE
4/25/2025,Laptop,72.50,94,stopped,51,Female,Canada,PREMIUM,TRUE,8.42,2,Movie,Adventure,"1,956",123,PG,Family,English,Canada,8.1,FALSE
1/3/2025,Desktop,32.40,7,stopped,29,Female,USA,BASIC,TRUE,16.26,1,TV Series,Crime,"1,992",58,TV-Y,Kids,English,UK,7.1,TRUE
6/11/2025,Mobile,53.40,88.5,paused,30,Female,Canada,PREMIUM,TRUE,12.63,3,Documentary,Music,"2,010",93,NC-17,Adult,English,Germany,6.0,TRUE
10/19/2025,Laptop,169.90,32.5,completed,50,Female,USA,PREMIUM,FALSE,3.65,1,Movie,Fantasy,"2,002",137,TV-G,#N/A,German,USA,8.9,TRUE
8/10/2025,Smart Tv,18.00,26.5,paused,35,Female,USA,BASIC,TRUE,3.63,2,Stand-up Comedy,Action,"1,997",74,TV-MA,Adult,English,Germany,8.0,FALSE
8/8/2024,Laptop,12.90,82.5,stopped,67,Female,USA,STANDARD,TRUE,42.24,2,Movie,Western,"2,018",126,R,Adult,English,USA,4.7,FALSE
10/16/2024,Smart Tv,104.30,27.9,started,31,Female,USA,STANDARD,TRUE,21.36,7,TV Series,Action,"1,992",63,NC-17,Adult,English,Canada,9.1,FALSE
2/13/2024,Mobile,13.10,76.5,paused,48,Female,USA,BASIC,TRUE,4.83,5,Movie,Documentary,"1,978",349,G,Kids,English,South Korea,7.0,FALSE
3/9/2024,Mobile,113.50,49.4,stopped,33,Male,Canada,PREMIUM,TRUE,6.65,5,TV Series,Action,"2,011",70,NC-17,Adult,English,USA,7.3,FALSE
10/5/2024,Desktop,29.30,62.4,paused,23,Female,USA,BASIC,TRUE,2.60,6,Movie,Mystery,"2,019",80,PG-13,Teens,German,USA,7.3,FALSE
1/15/2024,Mobile,31.90,59.4,stopped,42,Female,USA,STANDARD,TRUE,20.70,2,TV Series,Adventure,"2,017",66,TV-G,#N/A,German,USA,7.0,FALSE
9/28/2024,Smart Tv,52.80,37.3,paused,43,Male,USA,BASIC,TRUE,16.58,3,Movie,History,"1,990",132,TV-Y,Kids,Japanese,USA,6.3,FALSE
7/23/2025,Smart Tv,93.90,86.5,stopped,42,Female,USA,PREMIUM,TRUE,18.23,2,Movie,Romance,"2,000",86,PG-13,Teens,German,USA,7.1,FALSE
5/25/2025,Desktop,57.20,25.3,paused,51,Female,USA,STANDARD,TRUE,17.11,4,Stand-up Comedy,Romance,"2,017",93,NC-17,Adult,English,USA,0.7,TRUE
3/20/2024,Smart Tv,23.30,99.1,stopped,30,Male,USA,STANDARD,TRUE,5.24,3,Movie,Animation,"1,997",101,R,Adult,English,South Korea,5.5,FALSE
7/26/2025,Desktop,59.20,85.9,paused,43,Prefer Not To Say,Canada,PREMIUM,TRUE,9.15,4,Movie,Music,"2,009",66,TV-Y,Kids,English,USA,5.4,TRUE
3/22/2025,Laptop,73.60,44.7,paused,59,Female,USA,PREMIUM,TRUE,13.13,1,Movie,Biography,"1,995",94,G,Kids,English,USA,6.3,TRUE
11/18/2024,Mobile,106.60,76.6,started,19,Female,USA,PREMIUM,TRUE,6.72,2,Stand-up Comedy,Adventure,"2,003",54,TV-Y7,Kids,Italian,UK,6.1,FALSE
6/8/2024,Tablet,23.70,36.7,paused,36,Female,USA,PREMIUM+,TRUE,11.33,3,Documentary,Sport,"2,010",97,TV-Y7,Kids,English,USA,6.6,TRUE
7/13/2024,Smart Tv,54.20,99.5,stopped,42,Female,USA,PREMIUM,TRUE,10.76,1,Movie,Music,"1,995",82,TV-MA,Adult,Hindi,USA,0.8,FALSE
7/27/2024,Mobile,95.20,98.2,paused,31,Female,Canada,STANDARD,TRUE,14.95,1,Stand-up Comedy,Documentary,"2,024",44,TV-Y7,Kids,Spanish,South Korea,6.0,TRUE
10/19/2025,Desktop,46.20,90.2,completed,41,Male,Canada,BASIC,FALSE,6.48,2,Documentary,Thriller,"2,004",43,TV-Y7,Kids,French,Japan,4.4,FALSE
11/17/2025,Smart Tv,82.20,7.2,started,39,Other,USA,PREMIUM,TRUE,20.08,1,Movie,Action,"2,018",91,G,Kids,English,Germany,7.6,FALSE
11/2/2025,Mobile,16.10,80.3,completed,36,Male,USA,PREMIUM+,TRUE,8.82,2,Limited Series,Documentary,"1,993",33,TV-G,#N/A,English,USA,7.5,FALSE
3/18/2024,Tablet,54.60,48.4,stopped,43,Female,USA,STANDARD,TRUE,35.93,2,TV Series,War,"2,001",51,TV-MA,Adult,Spanish,South Korea,5.5,FALSE
8/29/2025,Tablet,21.40,10.2,paused,37,Female,USA,PREMIUM+,TRUE,19.60,1,Movie,Horror,"1,999",109,TV-Y,Kids,English,USA,4.3,TRUE
9/25/2024,Smart Tv,68.20,78.3,started,23,Female,Canada,BASIC,TRUE,14.16,6,Documentary,Horror,"2,024",46,TV-Y7,Kids,Italian,USA,9.3,FALSE
4/22/2025,Laptop,53.80,99.5,started,37,Female,USA,STANDARD,TRUE,10.82,2,Movie,Sport,"1,997",29,PG-13,Teens,Spanish,Canada,3.5,FALSE
4/25/2025,Desktop,59.70,24,started,36,Female,USA,PREMIUM,TRUE,12.02,4,Documentary,Sci-Fi,"2,016",111,TV-Y,Kids,English,USA,2.7,FALSE
9/30/2025,Desktop,55.00,31.8,paused,41,Female,USA,BASIC,TRUE,7.65,1,Limited Series,Comedy,"1,996",68,TV-G,#N/A,Spanish,USA,3.8,FALSE
12/2/2025,Desktop,68.30,80.8,paused,31,Male,USA,PREMIUM,FALSE,30.13,2,Limited Series,Thriller,"2,022",83,TV-MA,Adult,English,USA,6.3,TRUE
3/7/2025,Smart Tv,45.20,55.7,started,21,Male,Canada,PREMIUM+,TRUE,7.89,2,Documentary,Sport,"2,006",124,PG-13,Teens,English,USA,7.7,TRUE
12/1/2025,Tablet,20.60,47.7,stopped,19,Female,USA,STANDARD,TRUE,26.58,3,TV Series,Romance,"2,003",50,PG-13,Teens,English,Canada,6.0,FALSE
5/17/2025,Desktop,239.60,50.4,started,19,Other,USA,STANDARD,TRUE,3.41,4,Movie,Crime,"1,990",121,TV-Y7,Kids,Japanese,South Korea,5.3,TRUE
5/17/2025,Tablet,47.00,72.3,started,29,Male,USA,PREMIUM,TRUE,5.64,2,Movie,Sport,"2,022",118,R,Adult,French,USA,8.4,FALSE
8/5/2025,Mobile,26.10,19.1,started,30,Female,USA,PREMIUM+,FALSE,5.07,1,Movie,Romance,"2,017",93,PG-13,Teens,Korean,UK,8.5,TRUE
7/11/2024,Smart Tv,66.90,48.6,paused,31,Male,USA,PREMIUM+,TRUE,6.60,2,Stand-up Comedy,Family,"2,012",59,G,Kids,English,USA,6.8,FALSE
10/24/2025,Desktop,82.60,29.6,completed,37,Female,Canada,STANDARD,TRUE,7.17,4,Movie,Sci-Fi,"2,012",100,G,Kids,English,USA,5.7,FALSE
1/16/2024,Tablet,50.80,17.8,started,43,Male,USA,PREMIUM,FALSE,13.19,4,Stand-up Comedy,Action,"2,018",55,PG-13,Teens,French,USA,4.7,FALSE
7/1/2024,Mobile,122.20,69.5,started,64,Female,USA,STANDARD,TRUE,22.87,1,Movie,Comedy,"1,993",121,TV-G,#N/A,Italian,USA,4.5,FALSE
4/13/2024,Mobile,38.20,20.7,completed,28,Female,USA,STANDARD,FALSE,16.51,5,TV Series,Documentary,"1,999",42,G,Kids,English,Germany,7.4,TRUE
8/7/2024,Mobile,4.20,92.9,completed,41,Male,USA,PREMIUM,FALSE,10.93,4,Movie,Fantasy,"1,981",159,G,Kids,Italian,South Korea,6.9,FALSE
8/6/2024,Desktop,41.80,11.3,completed,34,Male,Canada,PREMIUM,TRUE,3.45,3,Movie,Family,"2,022",159,TV-Y,Kids,English,USA,5.5,FALSE
4/9/2024,Smart Tv,21.80,78.1,completed,54,Female,USA,PREMIUM,TRUE,6.10,5,Movie,Adventure,"2,015",111,G,Kids,Hindi,Japan,7.3,FALSE
9/22/2024,Tablet,48.30,72.9,stopped,31,Male,USA,PREMIUM,TRUE,10.46,3,Movie,Biography,"2,005",491,TV-14,Teens,Spanish,USA,7.2,FALSE
8/20/2025,Desktop,121.30,38.6,paused,32,Male,USA,BASIC,TRUE,15.42,2,TV Series,Sport,"1,990",63,PG-13,Teens,English,Canada,7.2,FALSE
5/31/2025,Smart Tv,94.50,82.8,completed,34,Female,USA,PREMIUM,TRUE,25.27,2,Movie,Western,"2,009",121,PG,Family,English,USA,8.8,FALSE
1/28/2024,Mobile,18.30,30.3,completed,58,Female,Canada,PREMIUM,TRUE,5.61,3,Movie,Fantasy,"1,981",159,G,Kids,Italian,South Korea,6.9,FALSE
8/11/2024,Tablet,34.90,90.1,paused,43,Male,USA,STANDARD,TRUE,8.42,6,TV Series,Mystery,"2,002",17,TV-PG,Family,Spanish,Japan,7.0,FALSE
9/22/2025,Desktop,43.90,71,paused,46,Male,USA,PREMIUM,FALSE,8.41,3,Movie,Sport,"1,990",86,TV-Y,Kids,English,USA,6.2,FALSE
5/23/2025,Mobile,67.60,0.7,paused,31,Female,Canada,BASIC,FALSE,6.35,1,Movie,History,"2,015",102,TV-MA,Adult,English,USA,10.0,FALSE
1/31/2024,Tablet,26.20,69.3,stopped,40,Male,USA,PREMIUM,TRUE,10.60,3,Stand-up Comedy,Mystery,"1,992",45,R,Adult,Spanish,USA,9.1,FALSE
2/16/2024,Tablet,74.50,90.7,started,47,Female,Canada,PREMIUM,TRUE,9.77,2,Movie,Action,"2,020",452,TV-G,#N/A,Hindi,India,6.7,TRUE
3/1/2025,Mobile,54.90,90.1,completed,33,Other,Canada,PREMIUM,TRUE,7.90,5,Movie,Western,"2,018",95,TV-PG,Family,French,Canada,6.1,TRUE
5/20/2024,Smart Tv,26.40,92.8,stopped,23,Male,USA,STANDARD,TRUE,13.43,2,Stand-up Comedy,Western,"2,010",55,PG-13,Teens,Japanese,South Korea,7.0,FALSE
8/5/2024,Desktop,29.30,58.3,completed,52,Female,USA,BASIC,FALSE,20.98,2,Stand-up Comedy,Adventure,"2,006",36,G,Kids,English,USA,5.5,FALSE
4/8/2024,Mobile,202.20,70.1,started,49,Male,USA,STANDARD,TRUE,5.72,5,TV Series,Horror,"1,991",58,TV-Y7,Kids,Japanese,South Korea,8.5,FALSE
3/22/2024,Tablet,40.50,51.7,stopped,29,Female,USA,PREMIUM,TRUE,13.30,4,Movie,Crime,"2,006",115,TV-Y,Kids,English,USA,6.6,FALSE
5/25/2025,Laptop,25.50,29.9,started,40,Male,USA,BASIC,TRUE,18.68,4,Movie,Horror,"1,998",99,TV-PG,Family,Japanese,Japan,9.2,FALSE
6/30/2024,Smart Tv,45.00,71,stopped,37,Female,Canada,STANDARD,TRUE,22.66,5,TV Series,Crime,"2,014",47,TV-PG,Family,English,USA,8.4,FALSE
1/12/2024,Mobile,21.10,77.7,stopped,28,Male,Canada,STANDARD,TRUE,3.10,2,Documentary,Action,"2,000",364,TV-PG,Family,Spanish,USA,3.0,FALSE
12/14/2025,Tablet,52.70,54,stopped,44,Female,USA,BASIC,TRUE,6.52,4,Stand-up Comedy,Adventure,"1,991",62,TV-G,#N/A,Korean,France,1.8,TRUE
6/8/2024,Tablet,17.80,79.6,paused,57,Female,USA,PREMIUM+,TRUE,27.30,1,Movie,Documentary,"1,993",89,TV-Y7,Kids,Spanish,USA,5.0,FALSE
1/20/2025,Smart Tv,89.40,74.6,paused,30,Female,Canada,PREMIUM,TRUE,30.13,4,TV Series,Sci-Fi,"1,997",69,NC-17,Adult,English,South Korea,6.4,FALSE
2/21/2024,Laptop,55.80,94,completed,39,Male,USA,PREMIUM,TRUE,2.61,2,Stand-up Comedy,Music,"1,993",334,TV-Y,Kids,English,South Korea,5.0,FALSE
5/15/2025,Tablet,48.50,31.8,paused,45,Female,USA,STANDARD,FALSE,246.92,1,Movie,Crime,"1,993",131,TV-MA,Adult,English,India,6.1,FALSE
2/21/2025,Desktop,24.50,8.5,paused,32,Male,USA,PREMIUM+,TRUE,11.06,3,Documentary,Thriller,"2,004",43,TV-Y7,Kids,French,Japan,4.4,FALSE
1/17/2024,Desktop,153.20,38.6,paused,28,Female,USA,STANDARD,FALSE,16.51,5,Documentary,Sci-Fi,"2,000",89,TV-14,Teens,French,France,7.7,FALSE
5/25/2025,Tablet,37.00,95.1,started,46,Prefer Not To Say,USA,BASIC,TRUE,14.56,1,Movie,War,"2,005",116,PG-13,Teens,Japanese,UK,6.4,FALSE
2/25/2025,Smart Tv,33.40,57.4,paused,36,Female,USA,BASIC,TRUE,21.35,2,Movie,Drama,"2,003",142,TV-MA,Adult,English,USA,8.5,FALSE
6/28/2024,Desktop,42.90,34.5,started,40,Male,Canada,PREMIUM,FALSE,11.66,2,Documentary,Adventure,"2,024",76,TV-G,#N/A,Japanese,USA,4.8,FALSE
8/30/2024,Laptop,69.20,13.4,stopped,39,Female,USA,PREMIUM,TRUE,16.44,2,Movie,War,"2,023",117,TV-PG,Family,Spanish,Germany,5.6,FALSE
12/31/2025,Desktop,59.80,70.6,paused,38,Male,Canada,STANDARD,FALSE,15.32,2,Documentary,Biography,"2,023",81,R,Adult,Hindi,France,6.5,FALSE
6/26/2024,Laptop,23.50,30.8,paused,46,Female,USA,PREMIUM+,TRUE,14.52,1,TV Series,Sport,"2,022",36,TV-Y7,Kids,Spanish,USA,6.0,TRUE
9/9/2024,Tablet,49.60,31.6,started,36,Male,Canada,STANDARD,TRUE,12.11,2,Movie,Adventure,"1,990",121,PG-13,Teens,English,South Korea,8.6,TRUE
6/16/2025,Tablet,26.00,35.8,paused,57,Female,USA,STANDARD,TRUE,14.18,2,Documentary,Thriller,"1,994",89,TV-14,Teens,English,USA,4.9,FALSE
4/15/2025,Mobile,118.70,53.3,started,55,Female,USA,PREMIUM+,FALSE,10.03,1,Stand-up Comedy,Crime,"2,002",71,TV-Y,Kids,Spanish,Japan,5.9,FALSE
1/21/2024,Smart Tv,37.40,63.2,completed,18,Male,USA,STANDARD,TRUE,7.35,4,TV Series,Thriller,"2,023",62,R,Adult,English,USA,10.0,TRUE
7/23/2024,Desktop,14.70,60,paused,35,Male,USA,STANDARD,TRUE,3.69,5,TV Series,Sport,"2,022",36,TV-Y7,Kids,Spanish,USA,6.0,TRUE
2/21/2024,Laptop,120.60,31,started,27,Male,USA,PREMIUM,TRUE,11.99,3,Documentary,Music,"2,016",85,PG,Family,English,USA,4.4,FALSE
5/16/2024,Desktop,69.20,83,stopped,48,Male,USA,PREMIUM,FALSE,8.49,2,Stand-up Comedy,Crime,"1,998",89,TV-Y7,Kids,English,UK,7.6,FALSE
7/4/2024,Tablet,12.80,72.5,paused,26,Female,USA,BASIC,FALSE,9.36,5,Movie,Horror,"2,018",57,TV-14,Teens,English,USA,6.2,FALSE
5/8/2024,Tablet,126.30,66.7,started,31,Male,USA,PREMIUM,TRUE,5.66,1,Stand-up Comedy,Music,"2,005",66,PG,Family,German,USA,5.8,TRUE
9/10/2025,Tablet,25.20,67.9,completed,46,Male,USA,PREMIUM,TRUE,17.95,3,TV Series,Action,"1,992",27,TV-Y7,Kids,Spanish,USA,7.0,FALSE
12/7/2025,Mobile,110.10,4.2,completed,28,Male,USA,PREMIUM,FALSE,41.29,5,Movie,Documentary,"2,023",99,TV-Y,Kids,English,USA,1.4,FALSE
1/3/2025,Mobile,4.70,98.2,completed,18,Male,USA,PREMIUM,FALSE,3.95,2,TV Series,Adventure,"1,966",17,TV-MA,Adult,Spanish,USA,8.0,FALSE
10/30/2024,Desktop,47.00,19.1,started,42,Male,Canada,STANDARD,FALSE,51.13,2,Movie,History,"2,022",110,PG-13,Teens,French,Germany,5.9,FALSE
11/18/2025,Mobile,29.80,50.9,started,58,Male,USA,STANDARD,TRUE,5.53,2,Movie,Adventure,"2,004",174,TV-Y7,Kids,English,France,9.0,TRUE
10/15/2024,Laptop,152.70,53.6,started,35,Male,USA,BASIC,TRUE,4.41,1,Movie,Adventure,"2,001",144,G,Kids,English,USA,6.4,FALSE
12/22/2025,Tablet,65.10,40.5,started,27,Male,Canada,PREMIUM+,TRUE,32.30,3,Documentary,Sci-Fi,"2,000",89,TV-14,Teens,French,France,7.7,FALSE
10/24/2024,Tablet,432.40,62.9,stopped,27,Male,USA,STANDARD,TRUE,34.45,3,Movie,Thriller,"2,022",104,G,Kids,English,USA,9.1,FALSE
12/9/2024,Smart Tv,38.50,11.8,paused,31,Male,Canada,BASIC,TRUE,4.97,1,Stand-up Comedy,War,"2,022",91,R,Adult,English,Germany,4.4,FALSE
9/2/2025,Laptop,59.60,36.7,paused,50,Male,USA,STANDARD,TRUE,5.55,1,Movie,Comedy,"2,019",108,TV-G,#N/A,English,Japan,4.6,FALSE
2/15/2024,Laptop,139.40,97.3,stopped,37,Male,USA,STANDARD,TRUE,19.38,1,Movie,Thriller,"2,020",105,TV-Y7,Kids,English,Japan,6.9,TRUE
12/15/2025,Laptop,53.90,9.2,paused,33,Prefer Not To Say,Canada,STANDARD,TRUE,26.26,2,Documentary,Animation,"1,992",84,TV-MA,Adult,English,Germany,5.9,FALSE
2/26/2024,Laptop,58.60,79.5,completed,41,Female,Canada,PREMIUM+,TRUE,9.03,2,Documentary,Drama,"2,001",66,NC-17,Adult,Japanese,USA,9.5,TRUE
7/17/2025,Mobile,189.00,46.7,started,33,Female,Canada,PREMIUM,FALSE,11.68,4,Movie,Documentary,"2,017",126,TV-Y7,Kids,English,USA,1.3,FALSE
6/16/2024,Laptop,50.00,35.8,completed,24,Male,Canada,STANDARD,TRUE,3.16,2,Documentary,Drama,"2,021",84,TV-Y,Kids,English,UK,7.9,TRUE
12/12/2025,Laptop,63.80,94.7,started,55,Female,USA,PREMIUM,TRUE,7.55,2,Stand-up Comedy,Horror,"1,996",51,NC-17,Adult,Korean,USA,6.8,TRUE
9/13/2025,Mobile,12.70,23.8,completed,34,Male,Canada,PREMIUM+,TRUE,39.64,2,Documentary,Sport,"2,023",19,TV-14,Teens,English,France,5.6,FALSE
5/12/2024,Tablet,257.70,17.1,completed,18,Male,USA,STANDARD,TRUE,7.35,4,Documentary,Drama,"2,021",84,TV-Y,Kids,English,UK,7.9,TRUE
6/20/2025,Tablet,164.90,43.3,started,50,Male,Canada,PREMIUM,TRUE,0.62,3,Movie,Western,"2,016",153,PG,Family,German,USA,5.9,FALSE
2/9/2025,Tablet,22.90,10.7,completed,26,Female,Canada,PREMIUM,TRUE,2.36,2,Documentary,Sport,"2,023",19,TV-14,Teens,English,France,5.6,FALSE
10/25/2024,Laptop,41.90,99.2,started,38,Male,Canada,PREMIUM,TRUE,8.85,4,Movie,Drama,"2,003",153,PG-13,Teens,French,Canada,6.6,TRUE
1/9/2025,Mobile,30.70,90.4,stopped,38,Male,USA,STANDARD,TRUE,23.33,2,Movie,Crime,"1,997",95,G,Kids,English,South Korea,9.9,FALSE
1/9/2025,Smart Tv,33.90,64.7,stopped,37,Female,USA,STANDARD,TRUE,11.77,3,Stand-up Comedy,War,"2,023",34,TV-PG,Family,English,UK,6.1,TRUE
2/9/2025,Desktop,114.50,22.7,started,41,Female,USA,PREMIUM,FALSE,39.81,2,Stand-up Comedy,War,"2,022",91,R,Adult,English,Germany,4.4,FALSE
5/20/2024,Mobile,20.60,49.4,started,32,Male,USA,PREMIUM,TRUE,4.49,2,Movie,Drama,"1,963",92,G,Kids,German,Japan,7.7,FALSE
12/16/2025,Laptop,36.40,14.4,stopped,41,Female,USA,STANDARD,TRUE,9.61,6,Movie,Adventure,"2,009",85,NC-17,Adult,English,Canada,7.0,FALSE
8/22/2025,Desktop,25.00,70.5,paused,30,Male,Canada,STANDARD,FALSE,9.88,1,TV Series,Drama,"2,007",37,TV-Y7,Kids,English,Canada,7.0,TRUE
8/4/2024,Desktop,10.60,15.4,started,35,Female,USA,BASIC,TRUE,8.70,3,TV Series,War,"2,001",51,TV-MA,Adult,Spanish,South Korea,5.5,FALSE
8/22/2024,Tablet,48.50,17,paused,44,Male,USA,BASIC,FALSE,31.68,3,Documentary,Fantasy,"2,004",141,TV-14,Teens,Spanish,UK,8.3,FALSE
4/10/2025,Tablet,24.00,36.6,started,38,Male,Canada,PREMIUM,TRUE,10.11,1,Movie,History,"2,010",108,TV-Y7,Kids,English,USA,0.6,FALSE
2/19/2024,Mobile,99.50,17.6,stopped,40,Female,Canada,BASIC,TRUE,31.46,3,Documentary,Adventure,"2,024",76,TV-G,#N/A,Japanese,USA,4.8,FALSE
10/1/2024,Laptop,52.60,11.1,completed,45,Female,USA,PREMIUM+,TRUE,32.06,3,Movie,Biography,"2,011",152,PG-13,Teens,French,Canada,5.6,FALSE
11/6/2024,Laptop,93.30,88.5,completed,24,Female,Canada,STANDARD,TRUE,25.11,1,TV Series,War,"1,998",48,TV-MA,Adult,English,Japan,6.0,FALSE
11/30/2024,Desktop,38.80,3.4,paused,50,Male,USA,BASIC,TRUE,8.70,1,Movie,Documentary,"2,011",88,R,Adult,English,South Korea,6.5,FALSE
9/8/2024,Desktop,48.30,38.1,stopped,32,Female,Canada,PREMIUM,TRUE,12.36,5,Stand-up Comedy,Sci-Fi,"2,002",58,TV-Y,Kids,Hindi,Canada,7.2,TRUE
3/15/2025,Laptop,108.70,1.1,stopped,63,Female,Canada,BASIC,FALSE,7.06,6,Movie,Sci-Fi,"2,003",125,TV-MA,Adult,Spanish,USA,7.4,FALSE
11/23/2024,Laptop,42.50,55.2,started,33,Prefer Not To Say,USA,BASIC,TRUE,8.20,3,Movie,History,"1,993",128,R,Adult,English,Germany,5.6,TRUE
2/3/2024,Desktop,41.10,63.5,stopped,24,Female,USA,BASIC,FALSE,6.12,3,Movie,Fantasy,"2,000",131,TV-Y7,Kids,English,UK,8.4,TRUE
8/23/2024,Laptop,4.10,36.4,started,52,Female,USA,PREMIUM,TRUE,13.50,4,Limited Series,Animation,"2,019",60,R,Adult,French,USA,6.7,TRUE
4/13/2024,Mobile,22.30,15.8,started,50,Male,Canada,PREMIUM,TRUE,1.63,3,TV Series,Animation,"2,006",57,TV-Y,Kids,Hindi,USA,6.4,FALSE
7/10/2024,Desktop,26.10,20.6,paused,49,Female,USA,PREMIUM+,TRUE,13.90,2,TV Series,War,"2,002",47,TV-PG,Family,English,USA,6.8,FALSE
1/26/2025,Laptop,37.60,90.7,paused,50,Female,USA,PREMIUM,FALSE,6.93,2,Movie,Animation,"1,999",11,TV-PG,Family,Italian,USA,6.5,FALSE
